Campus ID,Student ID,Teacher Last Name,Teacher First Name,Course Name,Unit,Type,Assignment,Assignment Opened *,Turned In *,Time Spent,Score,Unit Score,Total Score
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,3. Identifying Functions,12/3/2019 10:03,12/10/2019 10:08,1:10,79.3,86.5,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,4. Function Notation,12/10/2019 10:08,1/8/2020 11:03,7:18,80.2,86.5,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,LESSON,5. Modeling Functions,12/16/2019 11:24,1/8/2020 11:36,0:58,73.3,86.5,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,QUIZ,6. Quiz 1: Function Basics,1/9/2020 8:02,1/13/2020 9:16,1:34,87.5,86.5,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),3,PROJECT,28. Performance Task,1/13/2020 9:38,2/6/2020 9:37,3:11,87.5,86.5,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),4,LESSON,2. Graphing,3/12/2020 8:37,3/19/2020 10:20,1:12,90.9,87.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),4,LESSON,3. Addition Property of Inequality,3/19/2020 11:05,3/19/2020 12:34,1:14,70,87.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),4,LESSON,4. Multiplication Property of Inequality,3/19/2020 12:34,3/19/2020 13:07,0:33,85.7,87.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),4,LESSON,5. Multi-Step Inequalities,3/19/2020 13:08,3/30/2020 12:59,1:22,100,87.3,86.48
PRA | PRA APP | PRA EL,43033058,Espadas,Mr.,MA A01A Algebra 1A SY19-20 (2016) (CRx),4,LESSON,6. Problem Solving,3/30/2020 13:09,3/30/2020 13:47,0:38,90,87.3,86.48
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),1,TEST,1. Pre-Test,9/19/2019 12:35,5/12/2020 12:47,0:00,100,83.4,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),1,LESSON,2. Geometry AzMerit Lesson Pool,9/9/2019 13:40,5/12/2020 12:47,0:00,100,83.4,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),1,LESSON,3. CRx Lesson Pool Geometry,9/9/2019 13:39,5/12/2020 12:47,0:00,100,83.4,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),1,TEST,4. AzMerit Geometry Pre/Post Test,9/9/2019 12:15,5/12/2020 12:47,1:24,53.6,83.4,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),2,TEST,1. Pre-Test,9/5/2019 14:56,9/5/2019 16:55,1:59,79.2,79.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),3,TEST,1. Pre-Test,9/10/2019 12:49,9/10/2019 14:37,1:47,78.9,78.9,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),4,LESSON,2. Symmetry,9/19/2019 15:18,10/7/2019 14:53,4:10,72.5,83.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),4,LESSON,3. Ordered Pairs: Points in a Plane,9/19/2019 15:37,9/19/2019 16:20,0:43,100,83.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),4,LESSON,4. Graphs of Algebraic Sentences,9/19/2019 16:21,1/21/2020 15:24,12:04,100,83.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),4,QUIZ,"5. Quiz 1: Symmetry, Ordered Pairs, and Graphs",1/23/2020 12:57,2/12/2020 15:25,3:30,72.7,83.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),4,LESSON,7. Distance Formula,9/23/2019 12:17,1/23/2020 12:56,9:42,88.5,83.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),4,LESSON,10. Midpoint Formula,10/2/2019 13:57,2/13/2020 15:44,5:24,90,83.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),4,QUIZ,11. Quiz 2: Distance Formula and Applications,2/13/2020 15:44,2/13/2020 16:19,0:35,89.3,83.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),4,LESSON,13. Slope,9/23/2019 15:43,3/10/2020 16:10,3:11,80.7,83.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),5,TEST,1. Pre-Test,3/10/2020 13:08,3/10/2020 15:36,2:28,79.2,79.2,83
PRA | PRA APP,28618614,Espadas,Mr.,MA G01B Geometry 1B SY19-20 (2016) (CRx),6,TEST,1. Pre-Test,3/11/2020 12:33,3/11/2020 13:51,1:18,94.1,94.1,83
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,1. Expressions,8/8/2019 13:37,8/12/2019 15:28,3:13,71,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,2. Multiplication and Raising to a Power,8/8/2019 16:58,8/16/2019 23:09,4:59,78.3,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,3. Division,8/16/2019 23:09,8/19/2019 1:39,4:06,83.6,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,4. Expressions and Operations,8/19/2019 1:39,8/22/2019 15:34,1:56,72.3,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,QUIZ,5. Quiz 1,8/19/2019 14:55,10/5/2019 22:01,6:47,83.3,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,7. Evaluating Expressions and Absolute Value,8/19/2019 21:08,8/26/2019 15:49,3:38,74.5,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,8. Variables and Expressions,8/27/2019 12:13,8/28/2019 12:20,3:44,71.4,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,"9. Algebraic Expressions, Equations and Inequalities",8/26/2019 16:43,9/2/2019 22:52,5:55,73.3,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,10. Equations with Multiple Operations,8/28/2019 12:25,9/24/2019 23:27,4:12,77.3,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,QUIZ,11. Quiz 2,9/2/2019 23:18,9/3/2019 0:18,0:00,74,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,"13. Two Unknowns, More Than Two Unknowns",9/4/2019 18:55,10/5/2019 22:54,5:56,70,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,14. Real World Applications,9/8/2019 15:32,10/10/2019 23:39,3:59,93.3,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,15. Writing Equations from Word Problems,9/5/2019 14:48,10/6/2019 0:34,5:01,85.3,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),1,LESSON,18. Direct Variation,9/17/2019 12:36,3/3/2020 11:37,9:10,75.6,78.2,76.6
PRA | PRA RP3 Lite,35712732,Espadas,Mr.,MA A01C Coordinate Algebra 1C SY19-20 (2016),2,LESSON,1. Solving Equations with Rational Expressions,9/17/2019 19:47,10/2/2019 22:40,0:51,75,75,76.6
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,1. Angle Definitions,10/23/2019 15:03,10/23/2019 15:22,0:18,75,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,2. Angle Measurement,10/23/2019 15:22,10/23/2019 15:38,0:16,78.3,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,3. Angle Relationship Definitions,10/23/2019 15:39,10/23/2019 16:19,0:40,75,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,4. Angle Relationship Theorems (1),10/23/2019 16:20,10/23/2019 18:48,0:27,72.1,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,5. Angle Relationship Theorems (2),10/24/2019 16:05,2/11/2020 15:28,6:08,70,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,QUIZ,6. Quiz 1: Angles,11/18/2019 14:52,11/25/2019 13:35,0:13,70.9,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,8. Basic Properties of Parallels,11/19/2019 15:59,11/19/2019 16:12,0:11,100,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,9. Transversals and Angles,11/19/2019 16:13,11/19/2019 16:21,0:08,72.9,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,10. Transversal and Angle Proofs (1),11/19/2019 16:21,12/11/2019 16:25,0:47,70.9,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,11. Transversal and Angle Proofs (2),11/21/2019 15:14,12/16/2019 12:54,1:29,72.2,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,12. Transversal and Angle Proofs (3),11/21/2019 15:18,2/17/2020 13:09,2:59,76,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,QUIZ,13. Quiz 2: Transversals and Angles,12/3/2019 15:31,12/3/2019 15:45,0:15,71.4,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,15. Introduction: Isometry,12/3/2019 15:50,2/28/2020 10:12,7:02,70,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,16. Transformation: Reflection,12/17/2019 13:42,2/4/2020 13:22,4:42,71.5,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,17. Transformation: Translation,1/30/2020 12:34,2/28/2020 10:16,1:06,70,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,18. Transformation: Rotation,1/30/2020 13:25,1/30/2020 15:53,2:26,70,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,21. Defining Congruent Triangles,2/3/2020 13:23,2/28/2020 12:04,2:16,70,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,22. Proving Congruent Triangles (1),2/4/2020 14:16,2/4/2020 14:42,0:26,88.9,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,23. Proving Congruent Triangles (2),2/4/2020 14:42,2/4/2020 15:05,0:23,100,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,24. Proving Congruent Triangles (3),2/4/2020 15:05,2/4/2020 15:19,0:13,72.7,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,LESSON,25. Proving Right Triangles Congruent,2/4/2020 15:19,2/28/2020 12:41,0:15,70,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,QUIZ,26. Quiz 4: Congruent Triangles,2/4/2020 15:36,2/4/2020 15:45,0:09,70,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),1,TEST,28. Test,2/4/2020 15:46,2/4/2020 16:07,0:21,71.4,71.9,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),2,LESSON,2. Parallelogram Theorems (2),2/5/2020 12:27,2/11/2020 12:45,2:54,74.1,88.2,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),2,LESSON,3. Triangles in Parallelogram Proofs,2/11/2020 12:45,3/5/2020 10:16,4:47,75,88.2,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),2,LESSON,4. Parallelograms: Rectangles,3/5/2020 10:16,5/6/2020 12:13,1:48,100,88.2,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),2,LESSON,5. Parallelograms: Rhombus,3/9/2020 10:04,5/6/2020 13:51,4:09,78.8,88.2,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),2,LESSON,6. Parallelograms: Trapezoids,3/11/2020 10:28,5/6/2020 16:16,3:01,70,88.2,80.05
PRA | PRA APP,35918097,Espadas,Mr.,MA G01C Analytic Geometry 1C SY19-20 (2016),2,QUIZ,7. Quiz 1: Parallelograms,5/6/2020 15:30,5/7/2020 12:30,1:55,91.7,88.2,80.05
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,1. Real Numbers,1/22/2020 15:03,1/23/2020 13:40,1:05,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,2. Real Numbers,1/23/2020 13:40,1/27/2020 14:58,1:30,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,3. Law of Radicals,1/27/2020 14:58,1/27/2020 15:16,0:18,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,4. Conjugates,1/27/2020 15:17,1/29/2020 15:27,3:33,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,5. Radical Equations,1/29/2020 15:27,1/29/2020 15:34,0:07,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,QUIZ,6. Quiz 1: Real Numbers,1/29/2020 15:35,1/29/2020 15:58,0:23,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,8. Standard Form of a Quadratic Function,1/29/2020 15:58,1/29/2020 17:36,1:08,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,9. Quadratic Equations,1/29/2020 17:39,1/29/2020 17:47,0:09,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,10. Factoring Quadratic Equations,1/29/2020 17:48,1/30/2020 15:47,1:12,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,11. Completing the Square,1/30/2020 15:48,2/5/2020 13:33,1:21,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,QUIZ,12. Quiz 2: Quadratic Solutions,2/4/2020 13:25,2/5/2020 15:56,2:07,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,14. Quadratic Formula,2/3/2020 16:15,2/3/2020 16:31,0:16,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,15. Graphs of Quadratic Functions,2/3/2020 16:32,2/3/2020 16:55,0:23,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,16. Word Problems Involving Quadratic Equations,2/4/2020 16:39,2/10/2020 13:18,2:13,90.9,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,17. Sum and Product of Roots,2/6/2020 12:41,2/6/2020 13:57,1:14,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,18. Imaginary Numbers,2/6/2020 13:59,2/6/2020 17:29,2:56,98,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,19. The Discriminant,2/10/2020 13:18,2/10/2020 15:48,2:17,73.7,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,LESSON,20. Complex Solutions,2/10/2020 16:47,2/12/2020 12:42,0:21,75.2,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,QUIZ,21. Quiz 3: Quadratic Formula,2/11/2020 13:47,2/11/2020 15:02,0:53,100,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),2,TEST,26. Test,2/11/2020 15:04,2/11/2020 16:44,1:39,75.6,89.2,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,1. Pythagorean Theorem,2/12/2020 12:06,2/12/2020 12:26,0:20,77.8,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,2. The Pythagorean Theorem,2/12/2020 12:30,2/12/2020 13:31,0:43,77.1,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,3. Distance Formula,2/12/2020 13:32,2/12/2020 13:43,0:11,88.9,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,4. Circle,2/12/2020 13:43,2/12/2020 13:56,0:13,84.6,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,5. Arc Length,2/12/2020 13:56,2/17/2020 13:11,1:38,70,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,6. Ellipse,2/13/2020 12:51,2/18/2020 13:44,0:47,92.5,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,7. Ellipse Continued,2/18/2020 13:44,2/19/2020 14:50,0:58,88.9,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,QUIZ,8. Quiz 1: Conics and the Coordinate Plane,2/19/2020 15:19,2/19/2020 16:07,0:48,93.6,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,10. Conic Sections: Parabola,2/19/2020 14:51,3/5/2020 15:08,1:15,77.3,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,11. Conic Sections: Parabola Continued,3/5/2020 15:10,3/5/2020 15:37,0:17,92.3,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,12. Conic Sections: Hyperbola,3/5/2020 15:26,3/9/2020 15:13,0:30,75,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,13. Conic Sections: Hyperbola Continued,3/5/2020 16:08,3/9/2020 15:31,0:15,93.8,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,14. Identifying Conic Sections,3/9/2020 15:31,3/9/2020 15:39,0:08,100,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,QUIZ,15. Quiz 2: Conics,3/9/2020 15:39,3/9/2020 15:48,0:02,70,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,17. Systems of Equations,3/9/2020 15:48,3/9/2020 16:06,0:15,75,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,18. Solutions of Inequalities,3/9/2020 16:06,3/9/2020 16:17,0:11,85.7,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,19. Period and Frequency,3/9/2020 16:20,3/9/2020 16:42,0:14,88.9,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,LESSON,20. Sinusoidal Functions,3/10/2020 12:48,3/10/2020 13:12,0:20,80,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,QUIZ,21. Quiz 3: Applications of Conics,3/11/2020 15:30,3/11/2020 15:42,0:11,83.3,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),3,TEST,24. Test,3/11/2020 15:42,3/11/2020 16:15,0:33,72.7,78.6,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),4,LESSON,1. Absolute Value Functions,3/10/2020 14:41,3/10/2020 15:28,0:34,81.8,80.4,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),4,LESSON,2. Exponential Functions,3/10/2020 15:28,3/10/2020 15:45,0:17,81.3,80.4,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA A02B Algebra 2B SY19-20 (2016),4,LESSON,3. Fractional Exponents,3/10/2020 15:45,3/12/2020 14:34,0:56,78.1,80.4,82.73
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,1. Money,3/11/2020 13:54,3/11/2020 14:00,0:06,85,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,2. Finding a Job,3/11/2020 14:00,3/11/2020 14:05,0:05,79.5,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,3. Job Skills: Using Standard Units,3/11/2020 14:06,3/11/2020 14:09,0:03,100,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,4. Job Skills: Using Metric Units,3/11/2020 14:09,3/11/2020 14:13,0:04,94.6,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,5. Converting Systems,3/11/2020 14:13,3/11/2020 14:38,0:25,81.8,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,QUIZ,6. Quiz 1: Job Skills,3/11/2020 14:39,3/11/2020 14:58,0:20,100,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,8. Part- and Full-Time Jobs,3/11/2020 15:00,3/11/2020 16:26,0:10,93.2,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,9. Wages,3/11/2020 16:27,3/11/2020 16:43,0:10,72.7,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,10. Payroll,3/11/2020 16:44,3/11/2020 16:55,0:11,70.9,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,11. Payroll Deductions,3/12/2020 12:40,3/12/2020 12:45,0:05,75,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,12. Other Deductions,3/12/2020 12:45,3/12/2020 12:53,0:08,77.5,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,QUIZ,13. Quiz 2: Wages,3/12/2020 12:54,3/12/2020 12:58,0:04,70,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,15. Self-Employment: Piecework,3/12/2020 13:19,3/12/2020 13:24,0:05,87.5,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,16. Commission and Tips,3/12/2020 13:25,3/12/2020 13:27,0:02,100,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,17. Retirement Planning,3/12/2020 13:28,3/12/2020 13:31,0:03,85,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,QUIZ,18. Quiz 3: Other Income,3/17/2020 16:24,3/17/2020 16:35,0:10,91.7,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,LESSON,20. Story Problems with Review,3/17/2020 16:35,3/17/2020 16:44,0:09,77.3,88.1,90.63
PRA | PRA APP,29938261,Espadas,Mr.,MA CM01 Consumer Math SY19-20 (2016),1,TEST,21. Test,3/20/2020 18:15,3/20/2020 18:38,0:24,90.5,88.1,90.63
